head_0,head_1_0,head_1_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13_0,head_13_1,head_14,body_0,body_1,body_2_0,body_2_1,body_3_0,body_3_1,body_4,body_5,body_6,body_7,body_8,body_9,body_10_value_1,body_10_separator_1,body_10_value_2,body_10_separator_2,body_10_value_3,body_10_separator_3,body_10_value_4,body_10_separator_4,body_10_value_5,body_11,body_12,body_13,body_14,body_15,body_16_value_1,body_16_separator_1,body_16_value_2,body_16_separator_2,body_16_value_3,body_16_separator_3,body_16_value_4,body_17,body_18_value_1,body_18_separator_1,body_18_value_2,body_18_separator_2,body_18_value_3,body_19,body_20,body_21
16777234,046024,754,cell_0,132579601,670480,2,977,255,6615056,f553669f449c8063f70afc36817d4448,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,455238,0,2,0,11576,34511,0001,455238,0,0,0,2,,,105,;,32,;,-103,;,53,;,-118,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,755,cell_1,132579601,670488,1,202,255,6615056,145b901151d1edd86d678368b00200ef,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,631957,0,2,0,04026,60282,0001,631957,0,0,0,1,,,,;,,,,,,,,199,110100000,346029000,4294967295,0,-122,;,121,;,82,;,5,0,80,;,-1,;,-1,1,0,1540
16777234,046024,756,cell_0,132579601,670489,2,122,255,6615056,dcc2ac9ca1e390ae0fce76a9c2b97188,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0001,418955,0,2,0,04362,19755,0001,418955,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,757,cell_1,132579601,670493,1,652,255,6615056,257c95de4ec5b96715640a9a4433682f,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,456253,0,2,0,11576,45988,0001,456253,0,0,0,2,,,-69,;,20,;,100,;,-57,;,-87,68,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,758,cell_1,132579601,670516,1,777,255,6615056,1f992eec7c68a8a024b418d20a489ebe,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0001,615804,0,2,0,04362,17016,0001,615804,0,0,0,1,,,,;,,,,,,,,199,76800000,307200000,4294967295,0,-122,;,96,;,-119,;,5,0,0,;,-1,;,-1,80,0,1540
16777234,046024,759,cell_1,132579601,670517,1,713,255,6615056,7bf91f2bed09d6518e4c04b593c06b0a,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0001,666639,0,2,0,02349,01826,0001,666639,0,0,0,1,,,,;,,,,,,,,199,102400000,512000000,4294967295,0,-122,;,116,;,-126,;,5,0,55,;,-1,;,-1,36,0,1540
16777234,046024,760,cell_0,132579601,720918,2,171,255,6615056,556c2884c21ee9cc0284dac4eae56419,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0001,638729,0,2,0,12079,73631,0001,638729,0,0,0,2,,,-9,;,-27,;,-111,;,101,;,-87,72,136314000,555745000,4294967295,0,53,;,100,;,18,;,16,0,113,;,-1,;,-1,54,0,1540
16777234,046024,761,cell_1,132579601,720921,1,706,255,6615057,335d02317544631e8f61cade38fd14d3,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,345061,0,2,0,24327,32239,0001,345061,0,0,0,1,,,,;,,,,,,,,199,75000000,300000000,4294967295,0,53,;,65,;,100,;,9,0,121,;,-1,;,-1,0,0,1540
16777234,046024,762,cell_1,132579601,720922,1,352,255,6615056,498262f037409ad7fa4a1df911f47488,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0001,473962,0,2,0,12079,78890,0001,473962,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,-103,;,-128,;,5,0,19,;,-1,;,-1,0,0,1540
16777234,046024,763,cell_0,132579601,720945,2,300,255,6615057,f6830aafa173865d8d2408032226cb88,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,394443,0,2,0,24327,00728,0001,394443,0,0,0,2,,,-86,;,-96,;,64,;,1,;,51,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,764,cell_0,132579601,721169,2,105,255,6615057,eb2e691b1f3c445f0cd206a9872927e1,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0001,575081,0,2,0,08556,44325,0001,575081,0,0,0,2,,,-95,;,125,;,-43,;,98,;,49,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,765,cell_0,132579601,721170,2,424,255,6615057,5ff7426aecf42ff9c0791ebe1975b2c8,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,343625,0,2,0,24327,63123,0001,343625,0,0,0,2,,,96,;,-20,;,49,;,98,;,96,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,766,cell_0,132579601,721171,2,260,255,6615056,8f9d16180b6e6e94449ce760fb6ab18a,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,343520,0,2,0,11576,47904,0001,343520,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,767,cell_0,132579601,721172,2,10,255,6615056,3c4943e8ab431f25017cedeaf588b1ca,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0001,353014,0,2,0,07046,56680,0001,353014,0,0,0,2,,,-58,;,-7,;,-20,;,-59,;,54,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,768,cell_0,132579601,721173,2,90,255,6615057,40760ac9a1af28b6fc0c5cc93da43280,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0001,417146,0,2,0,08556,54269,0001,417146,0,0,0,2,,,-25,;,-92,;,-29,;,57,;,68,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,769,cell_0,132579601,721174,2,220,255,6615056,f1b891195784594763ac51b5b2b7928d,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,506021,0,2,0,11576,37168,0001,506021,0,0,0,2,,,-27,;,-11,;,-102,;,65,;,-42,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,770,cell_1,132579601,721192,1,895,255,6615056,f65248502d5ae910c615cc175d728eaa,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,662582,0,2,0,11576,29326,0001,662582,0,0,0,2,,,68,;,-93,;,-98,;,105,;,11,72,50000000,150000000,4294967295,0,-122,;,33,;,103,;,5,0,103,;,-1,;,-1,0,0,1540
16777234,046024,771,cell_1,132579601,721204,1,780,255,6615056,c1a209c98d69cb91b6de5c857b0ff2e5,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0001,607838,0,2,0,07046,54412,0001,607838,0,0,0,2,,,-73,;,34,;,11,;,-114,;,63,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,772,cell_1,132579601,721413,1,70,255,6615057,1d293af537156a82a961ba1b0b31aaa3,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,358535,0,2,0,24327,45270,0001,358535,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,773,cell_1,132579601,721415,1,510,255,6615056,580a860eb2bfb1a791a2c2155d07eac3,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,438777,0,2,0,11576,41046,0001,438777,0,0,0,2,,,18,;,29,;,61,;,-25,;,-19,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,774,cell_0,132579601,721421,2,970,255,6615056,89f471877feadfd030b499dc09ea91dc,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,541726,0,2,0,04026,66932,0001,541726,0,0,0,1,,,,;,,,,,,,,199,78643000,314572000,4294967295,0,-122,;,41,;,-111,;,4,0,96,;,-1,;,-1,99,0,1540
16777234,046024,775,cell_1,132579601,721665,1,764,255,6615056,3a94de80b839ff498f90fef3148a93d8,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,437744,0,2,0,04026,53474,0001,437744,0,0,0,2,,,18,;,29,;,22,;,-38,;,-11,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,776,cell_1,132579601,721688,1,179,255,6615057,f2661ea46995dfb0c670028ea6d0b246,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,475772,0,2,0,24327,22066,0001,475772,0,0,0,2,,,17,;,-17,;,-22,;,6,;,76,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,777,cell_0,132579601,721693,2,199,255,6615057,fd4094338b1dcfca91874907e25bdcab,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0001,543916,0,2,0,08557,06208,0001,543916,0,0,0,1,,,,;,,,,,,,,72,150000000,300000000,4294967295,0,-122,;,121,;,104,;,4,0,66,;,-1,;,-1,112,0,1540
16777234,046024,778,cell_1,132579601,721697,1,734,255,6615056,b71fe115d21b04993891064ab2f1f218,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0001,629558,0,2,0,07046,59964,0001,629558,0,0,0,1,,,,;,,,,,,,,199,100000000,500000000,4294967295,0,-122,;,6,;,101,;,4,0,-124,;,-1,;,-1,38,0,1540
16777234,046024,779,cell_0,132579601,721926,2,758,255,6615056,28f348be2c170e14d49eeaf1e6c1e2a4,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0001,468085,0,2,0,02348,82828,0001,468085,0,0,0,1,,,,;,,,,,,,,199,76800000,307200000,4294967295,0,53,;,103,;,54,;,8,0,85,;,-1,;,-1,81,0,1540
16777234,046024,780,cell_1,132579601,721929,1,88,255,6615057,3e75f018ff9307d9cc38b9989cc0b8cf,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0001,594908,0,2,0,08556,55202,0001,594908,0,0,0,2,,,-115,;,-57,;,115,;,36,;,64,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,781,cell_1,132579601,721940,1,493,255,6615056,6ccd0f9c351147edae5774091e4aeed3,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,495886,0,2,0,04026,61723,0001,495886,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,81,;,113,;,5,0,5,;,-1,;,-1,0,0,1540
16777234,046024,782,cell_1,132579601,721941,1,943,255,6615056,aa3345539c1e96cb9768ac16b0d9fd19,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,558864,0,2,0,04026,67785,0001,558864,0,0,0,2,,,118,;,-64,;,10,;,-82,;,-6,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,783,cell_0,132579601,721956,2,203,255,6615057,89e990c2700ec40d66649b23a269d3cc,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,400483,0,2,0,24327,19169,0001,400483,0,0,0,1,,,,;,,,,,,,,199,150000000,300000000,4294967295,0,-122,;,38,;,41,;,3,0,35,;,-1,;,-1,102,0,1540
16777234,046024,784,cell_1,132579601,721957,1,223,255,6615056,61433ea89925df242f74e7857c6fcbb4,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0001,447671,0,2,0,12079,62275,0001,447671,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,-103,;,-128,;,5,0,19,;,-1,;,-1,0,0,1540
16777234,046024,785,cell_0,132579601,722200,2,182,255,6615056,94ef517704bc26ad24e11368807e7d22,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,637326,0,2,0,11576,38267,0001,637326,0,0,0,1,,,,;,,,,,,,,199,136314000,555745000,4294967295,0,-122,;,71,;,8,;,4,0,69,;,-1,;,-1,98,0,1540
16777234,046024,786,cell_0,132579601,722204,2,922,255,6615056,3d451bebf9b23df3d3c60f708ed82a44,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0001,490679,0,2,0,02348,94943,0001,490679,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,8,;,97,;,4,0,105,;,-1,;,-1,0,0,1540
16777234,046024,787,cell_0,132579601,722207,2,492,255,6615057,cd70951098f883d4577cf213e0c60ce2,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0001,635053,0,2,0,08556,47893,0001,635053,0,0,0,2,,,-30,;,-73,;,123,;,84,;,-124,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,788,cell_1,132579601,722209,1,757,255,6615056,8ec00ea88bcc3679c6cd9aa32ffae927,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0001,344795,0,2,0,12079,64045,0001,344795,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,789,cell_0,132579601,722210,2,133,255,6615056,982461af008cf0ee465d24f9c7ec1899,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0001,384880,0,2,0,07046,49900,0001,384880,0,0,0,2,,,-18,;,-77,;,60,;,-65,;,-49,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,790,cell_1,132579601,722212,1,153,255,6615056,ea94e9aeafadd855c44192cbe010dc71,5cba29c06294c278e73e9261d04a0fd7,7cbbc409ec990f19c78c75bd1e06f215,4294967295,0001,412711,0,2,0,12079,77300,0001,412711,0,0,0,1,,,,;,,,,,,,,199,102400000,512000000,4294967295,0,53,;,101,;,-122,;,16,0,19,;,-1,;,-1,24,0,1540
16777234,046024,791,cell_0,132579601,722213,2,397,255,6615057,31f54d139d071a25051054b67f1f9086,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,512497,0,2,0,24327,65334,0001,512497,0,0,0,2,,,125,;,-55,;,-89,;,-94,;,-115,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,792,cell_0,132579601,722214,2,832,255,6615057,88df9974f935e049d7fe417d0980c612,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,548700,0,2,0,24327,17374,0001,548700,0,0,0,2,,,-22,;,44,;,-82,;,48,;,49,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,793,cell_2,132579601,722215,3,52,255,6615057,b9252abbf3fe34c7872dac2e92f5b6f5,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,633542,0,2,0,24327,36897,0001,633542,0,0,0,1,,,,;,,,,,,,,199,20000000,150000000,4294967295,0,-122,;,64,;,-122,;,6,0,0,;,-1,;,-1,0,0,1540
16777234,046024,794,cell_0,132579601,722216,2,782,255,6615056,23b2ae4f9d7161b873a74880704ebc4b,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0001,342846,0,2,0,04362,14877,0001,342846,0,0,0,2,,,68,;,114,;,20,;,110,;,112,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,795,cell_0,132579601,722220,2,952,255,6615056,9275b7351ca3f7816c2ac053a2617dc4,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0001,414901,0,2,0,04362,27338,0001,414901,0,0,0,2,,,105,;,73,;,-124,;,14,;,120,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,796,cell_1,132579601,722230,1,977,255,6615056,35a0f1fdba2739be3f6554074ebd69c8,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0001,509571,0,2,0,07046,52327,0001,509571,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,797,cell_2,132579601,722231,3,692,255,6615057,eb39828c42f7c4a98342432b5c5714eb,3cfacd1beeeb00db3c2afc128dc13b7c,cfcd208495d565ef66e7dff9f98764da,4294967295,0001,595657,0,2,0,24327,53885,0001,595657,0,0,0,1,,,,;,,,,,,,,72,100000000,500000000,4294967295,0,53,;,38,;,114,;,72,0,-125,;,-1,;,-1,21,0,1540
16777234,046024,798,cell_0,132579601,722232,2,837,255,6615056,d2f48e7653d9afd0524d4419d4ce6041,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0001,604994,0,2,0,02348,90118,0001,604994,0,0,0,1,,,,;,,,,,,,,199,102400000,512000000,4294967295,0,53,;,89,;,81,;,82,0,9,;,-1,;,-1,33,0,1540
16777234,046024,799,cell_0,132579601,722434,2,47,255,6615056,641dd181c1eb2f082327b44e6ff60c99,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,342750,0,2,0,04026,66116,0001,342750,0,0,0,1,,,,;,,,,,,,,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,800,cell_1,132579601,722443,1,967,255,6615056,3aa06437d5904b28eed489f030116405,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0001,542495,0,2,0,02348,93093,0001,542495,0,0,0,2,,,-119,;,54,;,-93,;,-95,;,57,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,801,cell_1,132579601,722449,1,272,255,6615056,fe71c8958f8247b6e084b9c7bc922bb4,5cba29c06294c278e73e9261d04a0fd7,ad61ab143223efbc24c7d2583be69251,4294967295,0001,671115,0,2,0,07046,56834,0001,671115,0,0,0,2,,,90,;,112,;,126,;,-65,;,56,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,802,cell_1,132579601,722450,1,62,255,6615056,b29cd2bbc2848820a1f3f41fd7ca3531,5cba29c06294c278e73e9261d04a0fd7,ea5d2f1c4608232e07d3aa3d998e5135,4294967295,0001,342820,0,2,0,04362,20127,0001,342820,0,0,0,2,,,-123,;,-70,;,-104,;,68,;,-78,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,803,cell_0,132579601,722484,2,606,255,6615056,ce69805e2025c49cd728de8d89674042,5cba29c06294c278e73e9261d04a0fd7,a3f390d88e4c41f2747bfa2f1b5f87db,4294967295,0001,345075,0,2,0,04026,70137,0001,345075,0,0,0,2,,,-91,;,-95,;,-16,;,124,;,30,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,804,cell_0,132579601,722487,2,652,255,6615057,60da668653b2279013298ee9d95647a5,3cfacd1beeeb00db3c2afc128dc13b7c,c4ca4238a0b923820dcc509a6f75849b,4294967295,0001,439870,0,2,0,08556,52065,0001,439870,0,0,0,1,,,,;,,,,,,,,199,100000000,500000000,4294967295,0,-122,;,104,;,41,;,5,0,2,;,-1,;,-1,73,0,1540
16777234,046024,805,cell_1,132579601,722693,1,916,255,6615056,8ac15ee35463ddf747e698ee1f6fc23f,5cba29c06294c278e73e9261d04a0fd7,32bb90e8976aab5298d5da10fe66f21d,4294967295,0001,594964,0,2,0,02348,82738,0001,594964,0,0,0,2,,,91,;,81,;,-32,;,0,;,91,72,-1,-1,4294967295,0,-1,;,-1,;,-1,;,-1,0,-1,;,-1,;,-1,-1,0,1540
16777234,046024,806,cell_0,132579601,722717,2,556,255,6615056,1b84317aa938236a6dc83ce3555e2d1f,5cba29c06294c278e73e9261d04a0fd7,3295c76acbf4caaed33c36b1b5fc2cb1,4294967295,0001,580518,0,2,0,11576,27940,0001,580518,0,0,0,1,,,,;,,,,,,,,199,50000000,150000000,4294967295,0,-122,;,114,;,67,;,4,0,80,;,-1,;,-1,112,0,1540
