head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,body_118,body_119,body_120,body_121,body_122,body_123,body_124,body_125,body_126,body_127,body_128,body_129,body_130
1836279601,16777220,44,2023,10,13,14,14,49,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,14,39,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,654,79000,15175,255000,14045,25000,604,2500,0
1836279601,16777220,43,2023,10,13,14,14,39,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,13,52,0,700,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,662,92000,15913,220500,14972,6000,459,11000,0
1836279601,16777220,44,2023,10,13,14,13,52,0,700,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,13,42,0,500,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,637,83500,15124,249500,14010,16500,522,5500,0
1836279601,16777220,44,2023,10,13,14,13,42,0,500,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,14,3,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,617,90000,15153,230000,12873,20000,448,7500,0
1836279601,16777220,43,2023,10,13,14,14,3,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,11,49,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,607,93000,15200,250000,14335,24000,537,3000,0
1836279601,16777220,44,2023,10,13,14,11,49,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,11,13,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,676,110000,15376,279500,14615,3500,651,2000,0
1836279601,16777220,44,2023,10,13,14,11,13,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,11,3,0,600,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,667,113500,15291,251000,15046,1500,606,4000,0
1836279601,16777220,44,2023,10,13,14,11,3,0,600,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,19,36,0,200,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,432,58500,3123,79000,3119,2500,281,3500,0
1836279601,16777220,44,2023,10,13,14,19,36,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,53,2023,10,13,14,19,25,0,900,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,152,37500,3841,83500,3841,0,150,500,0
1836279601,16777220,44,2023,10,13,14,19,25,0,900,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,19,15,0,700,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,312,66000,6547,145500,6546,1000,308,1000,0
1836279601,16777220,44,2023,10,13,14,19,15,0,700,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,18,14,0,200,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,402,74000,8287,127500,8285,1000,354,1500,0
1836279601,16777220,44,2023,10,13,14,18,14,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,17,53,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,454,74500,7934,164500,7911,500,374,3000,0
1836279601,16777220,44,2023,10,13,14,17,53,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,18,4,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,316,64000,6662,130500,6662,0,291,500,0
1836279601,16777220,43,2023,10,13,14,18,4,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,13,32,0,200,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,671,90500,14977,242500,13697,4500,546,4500,0
1836279601,16777220,44,2023,10,13,14,13,32,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,55,2023,10,13,14,13,22,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,699,94500,15308,254000,15067,500,649,3000,0
1836279601,16777220,43,2023,10,13,14,13,22,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,13,11,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,714,114000,15020,280500,14788,2000,657,3500,0
1836279601,16777220,44,2023,10,13,14,13,11,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,13,1,0,500,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,770,95500,18072,313000,16745,3500,633,5500,0
1836279601,16777220,44,2023,10,13,14,13,1,0,500,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,12,51,0,300,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,281,64500,5072,123000,5035,500,278,1000,0
1836279601,16777220,44,2023,10,13,14,12,51,0,300,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,11,24,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,685,128500,15308,285000,15304,4500,609,4500,0
1836279601,16777220,44,2023,10,13,14,11,24,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,11,39,0,600,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,856,125500,22057,325000,19988,15000,720,5500,0
1836279601,16777220,44,2023,10,13,14,11,39,0,600,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,12,41,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,677,116500,15748,264000,15005,8500,612,3000,0
1836279601,16777220,44,2023,10,13,14,12,41,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,12,20,0,600,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,649,97500,15340,259000,14167,6500,543,4000,0
1836279601,16777220,44,2023,10,13,14,12,20,0,600,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,12,30,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,610,90000,15110,221500,14514,5000,513,4500,0
1836279601,16777220,44,2023,10,13,14,12,30,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,16,52,0,100,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,390,63500,5912,131500,5877,1500,383,2000,0
1836279601,16777220,44,2023,10,13,14,16,52,0,100,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,14,28,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,663,93000,15745,242500,14284,17000,536,4000,0
1836279601,16777220,44,2023,10,13,14,14,28,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,14,18,0,500,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,599,94000,15040,231000,13993,5000,530,5000,0
1836279601,16777220,44,2023,10,13,14,14,18,0,500,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,16,0,0,900,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,577,114000,11533,206500,11276,500,534,3500,0
1836279601,16777220,44,2023,10,13,14,16,0,0,900,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,55,2023,10,13,14,16,11,0,200,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,427,84500,8031,165500,7998,8500,381,2000,0
1836279601,16777220,44,2023,10,13,14,16,11,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,17,2,0,600,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,190,31000,3467,74500,3467,0,190,0,0
1836279601,16777220,44,2023,10,13,14,17,2,0,600,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,55,2023,10,13,14,17,23,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,364,60500,5835,151000,5781,16500,360,1000,0
1836279601,16777220,44,2023,10,13,14,17,23,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,17,12,0,800,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,422,68500,8500,174500,8480,1500,351,3500,0
1836279601,16777220,44,2023,10,13,14,17,12,0,800,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,20,12,0,200,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,115,32000,741,28500,715,1000,75,5000,0
1836279601,16777220,44,2023,10,13,14,20,12,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,20,22,0,400,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,116,20500,312,14000,312,0,45,6500,0
1836279601,16777220,44,2023,10,13,14,20,22,0,400,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,16,21,0,400,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,356,74000,5725,127000,5724,1500,327,1000,0
1836279601,16777220,44,2023,10,13,14,16,21,0,400,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,53,2023,10,13,14,16,31,0,600,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,181,37000,3288,73500,3288,0,141,2000,0
1836279601,16777220,44,2023,10,13,14,16,31,0,600,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,16,41,0,900,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,310,59000,6013,125000,5853,1000,285,2000,0
1836279601,16777220,44,2023,10,13,14,16,41,0,900,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,55,2023,10,13,14,17,43,0,500,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,302,46000,5841,128500,5395,29500,239,4000,0
1836279601,16777220,44,2023,10,13,14,17,43,0,500,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,17,33,0,300,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,293,55000,5393,117500,5124,1500,240,3000,0
1836279601,16777220,44,2023,10,13,14,17,33,0,300,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,12,0,0,100,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,604,78500,15083,213000,14569,4500,553,2500,0
1836279601,16777220,44,2023,10,13,14,12,0,0,100,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,12,10,0,300,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,715,109000,15073,286500,14155,5500,652,4000,0
1836279601,16777220,44,2023,10,13,14,12,10,0,300,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,18,34,0,700,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,663,83000,13384,204500,12619,3500,656,1500,0
1836279601,16777220,44,2023,10,13,14,18,34,0,700,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,53,2023,10,13,14,18,24,0,500,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,485,72000,6054,143000,6054,0,445,1000,0
1836279601,16777220,44,2023,10,13,14,18,24,0,500,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,15,50,0,600,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,717,118500,12402,244500,12243,500,593,6000,0
1836279601,16777220,44,2023,10,13,14,15,50,0,600,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,15,30,0,200,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,467,85500,7951,182500,7667,1000,429,1500,0
1836279601,16777220,44,2023,10,13,14,15,30,0,200,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,15,40,0,400,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,378,104500,6986,157000,6692,1000,372,1000,0
1836279601,16777220,44,2023,10,13,14,15,40,0,400,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,15,20,0,0,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,1423,203000,22478,444500,21591,10000,1201,8500,0
1836279601,16777220,43,2023,10,13,14,15,20,0,0,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,14,59,0,500,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,598,94000,15341,241000,13922,14500,531,3000,0
1836279601,16777220,44,2023,10,13,14,14,59,0,500,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,15,9,0,700,site_117,6,268894947,6615057,0,0,,,,,,,1,6,1,0,576,86500,13820,215500,11836,24000,522,3500,0
1836279601,16777220,44,2023,10,13,14,15,9,0,700,site_117,6,268894947,6615057,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,11,13,0,800,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,532,175500,1079,201000,1076,1000,529,500,0
1836279601,16777220,44,2023,10,13,14,11,13,0,800,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,11,3,0,600,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,435,170000,995,203000,995,0,435,0,0
1836279601,16777220,44,2023,10,13,14,11,3,0,600,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,11,24,0,100,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,458,174500,1089,198000,1089,0,458,0,0
1836279601,16777220,44,2023,10,13,14,11,24,0,100,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,11,44,0,700,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,472,169500,1133,199500,1133,0,472,0,0
1836279601,16777220,44,2023,10,13,14,11,44,0,700,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,53,2023,10,13,14,11,34,0,500,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,568,179000,997,190000,997,0,551,3000,0
1836279601,16777220,44,2023,10,13,14,11,34,0,500,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,11,55,0,0,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,607,176500,935,197000,935,0,597,2000,0
1836279601,16777220,43,2023,10,13,14,11,55,0,0,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,11,57,0,700,site_117,0,268896608,6615056,0,0,,,,,,,1,9,1,0,178,49000,227,51500,227,0,178,0,0
1836279601,16777220,44,2023,10,13,14,11,57,0,700,site_117,0,268896608,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,51,2023,10,13,14,18,55,0,200,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,184,31000,57,17000,57,0,33,17500,0
1836279601,16777220,44,2023,10,13,14,18,55,0,200,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,19,5,0,400,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,257,35500,9086,102500,6294,36000,118,7500,0
1836279601,16777220,44,2023,10,13,14,19,5,0,400,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,55,2023,10,13,14,18,45,0,0,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,177,36000,9177,110000,7043,12000,170,500,0
1836279601,16777220,43,2023,10,13,14,18,45,0,0,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,19,56,0,800,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,165,38000,235,32500,197,1000,109,3500,0
1836279601,16777220,44,2023,10,13,14,19,56,0,800,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,55,2023,10,13,14,19,46,0,600,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,1035,176500,3913,184000,3599,3000,745,11500,0
1836279601,16777220,44,2023,10,13,14,19,46,0,600,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,57,2023,10,13,14,14,49,0,200,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,881,69500,16372,220500,6779,121500,310,19000,0
1836279601,16777220,44,2023,10,13,14,14,49,0,200,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,56,2023,10,13,14,14,39,0,0,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,648,63500,10225,103500,2466,54500,108,41500,0
1836279601,16777220,43,2023,10,13,14,14,39,0,0,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,58,2023,10,13,14,13,47,0,600,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,747,94000,14318,177500,10048,46000,481,13500,0
1836279601,16777220,43,2023,10,13,14,13,46,0,0,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,44,2023,10,13,14,13,56,0,200,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,58,2023,10,13,14,13,57,0,800,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,2167,159000,41639,408000,17231,206000,998,47000,0
1836279601,16777220,55,2023,10,13,14,11,13,0,800,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,155,15500,3547,28500,314,16500,64,3000,0
1836279601,16777220,56,2023,10,13,14,11,3,0,600,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,310,31000,4014,40500,1724,13500,107,8500,0
1836279601,16777220,53,2023,10,13,14,19,36,0,200,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,272,66000,420,69000,420,0,263,1000,0
1836279601,16777220,44,2023,10,13,14,19,36,0,200,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,19,25,0,900,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,287,32500,1632,35500,1157,5000,151,4500,0
1836279601,16777220,44,2023,10,13,14,19,25,0,900,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,47,2023,10,13,14,19,15,0,700,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,11,8500,15,7500,15,0,11,0,0
1836279601,16777220,44,2023,10,13,14,19,15,0,700,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,54,2023,10,13,14,18,14,0,200,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,245,33500,3667,49500,1843,5000,127,2500,0
1836279601,16777220,44,2023,10,13,14,18,14,0,200,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,58,2023,10,13,14,17,53,0,800,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,1250,91500,26597,248500,18310,59000,664,18500,0
1836279601,16777220,44,2023,10,13,14,17,53,0,800,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,53,2023,10,13,14,18,4,0,0,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,521,132500,4413,173000,2679,8000,372,4500,0
1836279601,16777220,43,2023,10,13,14,18,4,0,0,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,44,2023,10,13,14,13,35,0,700,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,52,2023,10,13,14,13,37,0,400,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,87,19000,128,15000,128,0,58,1500,0
1836279601,16777220,51,2023,10,13,14,13,27,0,100,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,49,13000,98,12000,98,0,36,500,0
1836279601,16777220,44,2023,10,13,14,13,25,0,500,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,0,0,0,0,0,0,0,0,0
1836279601,16777220,47,2023,10,13,14,13,15,0,300,site_117,7,268896828,6615056,0,0,,,,,,,2,5,1,0,19,8000,10,1500,10,0,3,5000,0
1836279601,16777220,54,2023,10,13,14,13,16,0,900,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,254,40500,485,29500,485,0,104,8500,0
1836279601,16777220,53,2023,10,13,14,13,6,0,600,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,217,56000,295,25500,295,0,63,21500,0
1836279601,16777220,53,2023,10,13,14,12,56,0,400,site_117,7,268896828,6615056,0,0,,,,,,,1,8,1,0,293,51000,111,20500,111,0,47,29500,0
