head_1_0,head_1_1,head_2,head_4,head_5,head_6,head_8,head_9,head_10,head_11,head_13_0,head_13_1,head_14,body_0,body_2_0,body_2_1,body_3_0,body_3_1,body_7,body_10_value_1,body_10_value_2,body_10_value_3,body_10_value_4,body_10_value_5,body_11,body_12,body_13,body_15,body_16_value_1,body_16_value_2,body_16_value_3,body_16_value_4,body_18_value_1,body_19,body_21
046024,766,1,721171,1,260,0,8f9d16180b6e6e94449ce760fb6ab18a,0,0,5,343520,0,0,0,47904,5,343520,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
046024,767,1,721172,1,10,0,3c4943e8ab431f25017cedeaf588b1ca,0,5,5,353014,0,0,4,56680,5,353014,1,-58,-7,-20,-59,54,1,0,0,0,1,0,-1,0,-1,0,1
046024,768,1,721173,1,90,1,40760ac9a1af28b6fc0c5cc93da43280,1,7,5,417146,0,0,7,54269,5,417146,1,-25,-92,-29,57,68,1,0,0,0,1,0,-1,0,-1,0,1
046024,769,1,721174,1,220,0,f1b891195784594763ac51b5b2b7928d,0,0,5,506021,0,0,0,37168,5,506021,1,-27,-11,-102,65,-42,1,0,0,0,1,0,-1,0,-1,0,1
046024,770,0,721192,0,895,0,f65248502d5ae910c615cc175d728eaa,0,0,5,662582,0,0,0,29326,5,662582,1,68,-93,-98,105,11,1,1,1,0,0,33,103,2,103,1,1
046024,771,0,721204,0,780,0,c1a209c98d69cb91b6de5c857b0ff2e5,0,5,5,607838,0,0,4,54412,5,607838,1,-73,34,11,-114,63,1,0,0,0,1,0,-1,0,-1,0,1
046024,772,0,721413,0,70,1,1d293af537156a82a961ba1b0b31aaa3,1,1,5,358535,0,0,3,45270,5,358535,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
046024,773,0,721415,0,510,0,580a860eb2bfb1a791a2c2155d07eac3,0,0,5,438777,0,0,0,41046,5,438777,1,18,29,61,-25,-19,1,0,0,0,1,0,-1,0,-1,0,1
046024,774,1,721421,1,970,0,89f471877feadfd030b499dc09ea91dc,0,2,5,541726,0,0,1,66932,5,541726,0,,,,,,2,78643000,314572000,0,0,41,-111,1,96,6,1
046024,775,0,721665,0,764,0,3a94de80b839ff498f90fef3148a93d8,0,2,5,437744,0,0,1,53474,5,437744,1,18,29,22,-38,-11,1,0,0,0,1,0,-1,0,-1,0,1
046024,776,0,721688,0,179,1,f2661ea46995dfb0c670028ea6d0b246,1,1,5,475772,0,0,3,22066,5,475772,1,17,-17,-22,6,76,1,0,0,0,1,0,-1,0,-1,0,1
046024,777,1,721693,1,199,1,fd4094338b1dcfca91874907e25bdcab,1,7,5,543916,0,0,08557,06208,5,543916,0,,,,,,1,150000000,4,0,0,121,104,1,66,3,1
046024,1,0,721697,0,734,0,b71fe115d21b04993891064ab2f1f218,0,5,5,629558,0,0,4,59964,5,629558,0,,,,,,2,4,5,0,0,6,101,1,-124,38,1
046024,779,1,721926,1,758,0,28f348be2c170e14d49eeaf1e6c1e2a4,0,4,5,468085,0,0,6,82828,5,468085,0,,,,,,2,7,7,0,2,103,54,8,85,81,1
046024,780,0,721929,0,88,1,3e75f018ff9307d9cc38b9989cc0b8cf,1,7,5,594908,0,0,7,55202,5,594908,1,-115,-57,115,36,64,1,0,0,0,1,0,-1,0,-1,0,1
046024,781,0,721940,0,493,0,6ccd0f9c351147edae5774091e4aeed3,0,2,5,495886,0,0,1,61723,5,495886,0,,,,,,2,1,1,0,0,3,113,2,5,1,1
046024,782,0,721941,0,943,0,aa3345539c1e96cb9768ac16b0d9fd19,0,2,5,558864,0,0,1,67785,5,558864,1,118,-64,10,-82,-6,1,0,0,0,1,0,-1,0,-1,0,1
046024,783,1,721956,1,203,1,89e990c2700ec40d66649b23a269d3cc,1,1,5,400483,0,0,3,19169,5,400483,0,,,,,,2,150000000,4,0,0,38,41,4,35,7,1
046024,784,0,721957,0,223,0,61433ea89925df242f74e7857c6fcbb4,0,3,5,447671,0,0,2,62275,5,447671,0,,,,,,2,1,1,0,0,7,-128,2,19,1,1
046024,785,1,722200,1,182,0,94ef517704bc26ad24e11368807e7d22,0,0,5,637326,0,0,0,38267,5,637326,0,,,,,,2,3,3,0,0,71,8,1,69,98,1
046024,786,1,722204,1,922,0,3d451bebf9b23df3d3c60f708ed82a44,0,4,5,490679,0,0,6,94943,5,490679,0,,,,,,2,1,1,0,0,8,97,1,105,1,1
046024,787,1,722207,1,492,1,cd70951098f883d4577cf213e0c60ce2,1,7,5,635053,0,0,7,47893,5,635053,1,-30,-73,123,84,-124,1,0,0,0,1,0,-1,0,-1,0,1
046024,788,0,722209,0,757,0,8ec00ea88bcc3679c6cd9aa32ffae927,0,3,5,344795,0,0,2,64045,5,344795,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
046024,789,1,722210,1,133,0,982461af008cf0ee465d24f9c7ec1899,0,5,5,384880,0,0,4,49900,5,384880,1,-18,-77,60,-65,-49,1,0,0,0,1,0,-1,0,-1,0,1
046024,790,0,722212,0,153,0,ea94e9aeafadd855c44192cbe010dc71,0,3,5,412711,0,0,2,77300,5,412711,0,,,,,,2,2,2,0,2,101,-122,6,19,24,1
046024,791,1,722213,1,397,1,31f54d139d071a25051054b67f1f9086,1,1,5,512497,0,0,3,65334,5,512497,1,125,-55,-89,-94,-115,1,0,0,0,1,0,-1,0,-1,0,1
046024,792,1,722214,1,832,1,88df9974f935e049d7fe417d0980c612,1,1,5,548700,0,0,3,17374,5,548700,1,-22,44,-82,48,49,1,0,0,0,1,0,-1,0,-1,0,1
046024,793,2,722215,2,52,1,b9252abbf3fe34c7872dac2e92f5b6f5,1,1,5,633542,0,0,3,36897,5,633542,0,,,,,,2,20000000,1,0,0,64,-122,5,0,1,1
046024,794,1,722216,1,782,0,23b2ae4f9d7161b873a74880704ebc4b,0,6,5,342846,0,0,5,14877,5,342846,1,68,114,20,110,112,1,0,0,0,1,0,-1,0,-1,0,1
046024,795,1,722220,1,952,0,9275b7351ca3f7816c2ac053a2617dc4,0,6,5,414901,0,0,5,27338,5,414901,1,105,73,-124,14,120,1,0,0,0,1,0,-1,0,-1,0,1
046024,796,0,722230,0,977,0,35a0f1fdba2739be3f6554074ebd69c8,0,5,5,509571,0,0,4,52327,5,509571,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
046024,797,2,722231,2,692,1,eb39828c42f7c4a98342432b5c5714eb,1,1,5,595657,0,0,3,53885,5,595657,0,,,,,,1,4,5,0,2,38,114,72,-125,21,1
046024,798,1,722232,1,837,0,d2f48e7653d9afd0524d4419d4ce6041,0,4,5,604994,0,0,6,90118,5,604994,0,,,,,,2,2,2,0,2,89,81,82,9,33,1
046024,799,1,722434,1,47,0,641dd181c1eb2f082327b44e6ff60c99,0,2,5,342750,0,0,1,66116,5,342750,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
046024,800,0,722443,0,967,0,3aa06437d5904b28eed489f030116405,0,4,5,542495,0,0,6,93093,5,542495,1,-119,54,-93,-95,57,1,0,0,0,1,0,-1,0,-1,0,1
046024,801,0,722449,0,272,0,fe71c8958f8247b6e084b9c7bc922bb4,0,5,5,671115,0,0,4,56834,5,671115,1,90,112,126,-65,56,1,0,0,0,1,0,-1,0,-1,0,1
046024,802,0,722450,0,62,0,b29cd2bbc2848820a1f3f41fd7ca3531,0,6,5,342820,0,0,5,20127,5,342820,1,-123,-70,-104,68,-78,1,0,0,0,1,0,-1,0,-1,0,1
046024,803,1,722484,1,606,0,ce69805e2025c49cd728de8d89674042,0,2,5,345075,0,0,1,70137,5,345075,1,-91,-95,-16,124,30,1,0,0,0,1,0,-1,0,-1,0,1
046024,804,1,722487,1,652,1,60da668653b2279013298ee9d95647a5,1,7,5,439870,0,0,7,52065,5,439870,0,,,,,,2,4,5,0,0,104,41,2,2,73,1
046024,805,0,722693,0,916,0,8ac15ee35463ddf747e698ee1f6fc23f,0,4,5,594964,0,0,6,82738,5,594964,1,91,81,-32,0,91,1,0,0,0,1,0,-1,0,-1,0,1
046024,806,1,722717,1,556,0,1b84317aa938236a6dc83ce3555e2d1f,0,0,5,580518,0,0,0,27940,5,580518,0,,,,,,2,1,1,0,0,114,67,1,80,3,1
046024,807,1,722745,1,92,1,50b431ec2aa34ad5f3a84946a093da8a,1,1,5,664033,0,0,3,38437,5,664033,0,,,,,,2,4,1024000000,0,0,17,66,5,16,118,1
046024,808,1,722992,1,155,0,0b17674226d78eb0fc89a443d08c3053,0,3,5,490474,0,0,2,80279,5,490474,1,-37,88,106,-65,97,1,0,0,0,1,0,-1,0,-1,0,1
046024,809,1,722995,1,600,0,74120fe0d13b73f8a2c3fe0973a5d5f1,0,4,5,593236,0,0,02349,01968,5,593236,0,,,,,,2,1,1,0,0,3,113,2,6,1,1
046024,810,0,723001,0,915,0,f18274ca204d5aed778c352bc48699f4,0,0,5,651584,0,0,0,45458,5,651584,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,1
046024,811,0,723200,0,250,0,eeaaeec6cb0d9a66836228cc9f74acae,0,4,5,427051,0,0,6,82091,5,427051,1,59,69,-112,-65,-2,1,0,0,0,1,0,-1,0,-1,0,1
046024,812,1,723219,1,871,0,32b2ea715fca212b065bcbdb4e0ac32c,0,0,5,344066,0,0,0,37653,5,344066,0,,,,,,2,38829000,38829000,0,0,64,37,5,50,7,1
046024,813,1,723243,1,620,0,b342405c2fe3921dc6b00c01a51261ae,0,4,5,606759,0,0,6,90365,5,606759,0,,,,,,2,1,1,0,0,3,113,2,17,1,1
046024,814,1,723250,1,964,0,1545b30bbd2916048aba2f5b53c0cd83,0,4,5,443038,0,0,02349,02810,5,443038,0,,,,,,2,1,1,0,0,3,113,2,17,1,1
046024,2,0,723251,0,279,0,c5357e748cb7a3c59bf289788d5c6183,0,0,5,452836,0,0,0,37133,5,452836,1,80,-115,-105,42,-103,1,0,0,0,1,0,-1,0,-1,0,1
046024,816,2,723253,2,694,0,6a4a2bb2d24ac798077be302ac24ffc8,0,2,5,529528,0,0,1,57912,5,529528,0,,,,,,2,2,2,0,0,121,81,1,71,3,1
046024,817,0,723463,0,489,0,fe3ab682140a3fcaafe37dddd89b3545,0,0,5,342467,0,0,0,30246,5,342467,0,,,,,,2,104857000,1048576000,0,0,54,-104,4,41,1,1
046024,818,1,723464,1,369,0,dc781f4ad27355db0a07108eb6d6937f,0,5,5,429664,0,0,4,55563,5,429664,1,-92,-122,-63,47,-14,1,2,2,0,2,103,6,8,73,70,1
046024,819,0,723729,0,588,0,b6bd19f32780acf78eb90d9eec7194d1,0,5,5,561996,0,0,4,49826,5,561996,0,,,,,,2,2,2,0,0,112,64,2,16,52,1
046024,820,1,723753,1,203,0,8a272918ef564b06a5d9c90008f89afd,0,0,5,570062,0,0,0,49164,5,570062,0,,,,,,2,1,1,0,0,114,67,1,80,3,1
046024,821,0,724003,0,697,0,cb63cf5bee4617c12e580fd5b83e743c,0,3,5,603722,0,0,2,73601,5,603722,1,0,66,80,30,0,1,0,0,0,1,0,-1,0,-1,0,1
046024,822,1,724013,1,737,0,39b04a2a3a2395a0fd381e1200de2a09,0,2,5,616793,0,0,1,72302,5,616793,0,,,,,,2,1,1,0,0,73,8,2,115,1,1
046024,3,0,724014,0,847,0,57301bae243b968a1e86f744b0676c63,0,6,5,342972,0,0,5,24584,5,342972,1,-74,34,31,1,-114,1,0,0,0,1,0,-1,0,-1,0,1
046024,4,0,724017,0,72,1,5fb8f08e70fee1379899aa14c922d604,1,7,5,435327,0,0,7,71269,5,435327,1,-59,-25,23,21,-25,1,0,0,0,1,0,-1,0,-1,0,1
046024,825,0,724021,0,932,0,7ff4f716673c760f7fd2f710b9164d48,0,4,5,450880,0,0,6,90438,5,450880,1,127,-41,-90,127,-26,1,0,0,0,1,0,-1,0,-1,0,1
046024,5,1,724025,1,497,1,1cb10bdab0b56603e1f9af35cba7e226,1,7,5,665899,0,0,7,90975,5,665899,0,,,,,,2,150000000,4,0,0,32,-119,5,103,48,1
046024,0,1,724224,1,582,1,b1c7344289ab994f8a63ea5202cb1c07,1,7,5,384499,0,0,7,75416,5,384499,1,40,-26,75,-95,-32,1,0,0,0,1,0,-1,0,-1,0,1
046024,828,1,724227,1,687,0,7fdc7b590e70b42ed74a3ea18afbcf59,0,4,5,557598,0,0,6,91079,5,557598,0,,,,,,2,78643000,314572000,0,0,35,18,1,40,98,1
046024,6,0,724228,0,947,1,6732f3612b84938f9c0245058d15b9f3,1,1,5,598160,0,0,3,26608,5,598160,1,-32,3,118,-43,80,1,0,0,0,1,0,-1,0,-1,0,1
046024,7,0,724229,0,512,1,ca7f8c3cb7ffeb503592df048a060ecc,1,1,5,675515,0,0,3,2,5,675515,1,-128,103,-82,-5,-10,1,103252000,103252000,0,2,99,69,6,100,39,1
046024,831,1,724230,1,441,1,ad6b5abe83b1d468eb079b5506b0e4ea,1,7,5,422281,0,0,08557,12544,5,422281,0,,,,,,2,104857000,524288000,0,2,39,19,3,16,68,1
046024,832,0,724231,0,831,1,8c8910efdc860c9dcfd4888bcff6ef91,1,1,5,473829,0,0,3,34642,5,473829,1,36,-15,108,19,45,1,0,0,0,1,0,-1,0,-1,0,1
046024,833,1,724235,1,507,0,734f078bac91d544cdf0a17f4cdc1e1e,0,2,5,575100,0,0,1,58334,5,575100,0,,,,,,2,78643000,314572000,0,0,41,-111,1,96,6,1
046024,834,0,724236,0,332,0,cefbde5c88755e99adcc8848b648cbfd,0,0,5,670478,0,0,0,49074,5,670478,1,-10,65,80,-22,-54,1,0,0,0,1,0,-1,0,-1,0,1
046024,835,1,724237,1,748,0,21572637e18823616a1009003fbaa200,0,2,5,343080,0,0,1,72753,5,343080,0,,,,,,2,3,3,0,0,2,-127,1,55,2,1
046024,836,1,724239,1,676,0,5f4f3b270909f312cd38f3904f20b4ce,0,6,5,396095,0,0,5,22619,5,396095,1,81,-27,-25,99,81,1,0,0,0,1,0,-1,0,-1,0,1
046024,837,1,724240,1,918,0,ae129e8846f20614abd0c2cf94737079,0,4,5,441124,0,0,02349,01674,5,441124,1,-82,69,23,101,-82,1,5,6,0,0,-104,-104,1,35,2,1
046024,838,0,724241,0,782,1,3362967d4065ccdb61d6184ad157f9ad,1,1,5,568872,0,0,3,55782,5,568872,1,-79,-47,44,-88,37,1,0,0,0,1,0,-1,0,-1,0,1
046024,839,1,724242,1,392,0,d4f2cc3df3424808c8f316905bcd7259,0,5,5,666616,0,0,4,58191,5,666616,1,53,88,-17,103,53,1,0,0,0,1,0,-1,0,-1,0,1
046024,840,0,724243,0,966,0,abebf450e0e38c9694dfec61c946f053,0,0,5,413215,0,0,0,39614,5,413215,1,44,-98,-126,40,106,1,0,0,0,1,0,-1,0,-1,0,1
046024,841,0,724244,0,906,0,0466d73ecdd403c51c9692ead2725f1e,0,0,5,443255,0,0,0,34904,5,443255,0,,,,,,2,1,1,0,0,100,55,2,32,4,1
046024,842,1,724245,1,528,1,1e00038c13c8bcc976f7ba31d0dc6b64,1,1,5,456701,0,0,3,59032,5,456701,1,-25,-55,-35,30,-88,1,0,0,0,1,0,-1,0,-1,0,1
046024,843,1,724246,1,93,0,f4f88e4997b17a25095e059e7c567970,0,5,5,615891,0,0,4,65551,5,615891,0,,,,,,2,2,2,0,0,68,-105,5,22,-125,1
046024,844,1,724247,1,322,0,4d30c1fdc2177802eeda06c4adfd5bdb,0,5,5,342712,0,0,4,49896,5,342712,1,-99,67,67,-56,29,1,0,0,0,1,0,-1,0,-1,0,1
046024,845,1,724248,1,936,0,714fb8c3807a31503679601c5d52d6ee,0,3,5,361753,0,0,2,75538,5,361753,1,-70,-22,-28,85,-70,1,0,0,0,1,0,-1,0,-1,0,1
046024,846,1,724249,1,366,0,31312c4c7f137cef21881a29d98ad4a8,0,3,5,462656,0,0,2,75532,5,462656,0,,,,,,2,1,1,0,0,5,83,2,103,1,1
046024,847,0,724250,0,471,0,9f6d5c09c4dc25c8b28cdb87f87d11dd,0,3,5,546566,0,0,2,68054,5,546566,1,39,58,78,74,-35,1,0,0,0,1,0,-1,0,-1,0,1
046024,848,1,724251,1,807,1,658d1484502e241bf9219e19d982c14d,1,1,5,1,0,0,3,22083,5,1,1,-8,14,42,-53,13,1,0,0,0,1,0,-1,0,-1,0,1
046024,849,1,724259,1,347,1,959102efb8e4cfc6684ddc142a1c4d27,1,7,5,661250,0,0,7,3,5,661250,0,,,,,,2,500000000,900000000,0,0,39,-119,5,6,48,1
046024,850,1,724260,1,272,1,3bb56fae0d18e9e6870495d5ea4dcd6f,1,7,5,344716,0,0,7,71555,5,344716,0,,,,,,2,500000000,700000000,0,2,121,9,103,17,8,1
051488,760,2,670217,2,463,1,5e5f91df892064b79816df6a0b97d04f,1,1,1,292943,0,0,24326,98835,1,292943,0,,,,,,2,20000000,1,0,0,104,4,2,5,1,0
051488,761,1,670221,1,792,0,8398ba9f8abc912895b995809335359c,0,5,1,338491,0,0,4,58138,1,338491,1,110,-109,-94,-99,-84,1,0,0,0,1,0,-1,0,-1,0,0
051488,762,1,670243,1,678,1,04bfbddb33c5df809aeb007a56b40c72,1,7,1,176060,0,0,08557,4,1,176060,1,-71,-100,-7,84,-71,1,0,0,0,1,0,-1,0,-1,0,0
051488,763,1,670256,1,277,0,3216286c9cce3e8f9e225da995304dc2,0,4,1,336108,0,0,6,85728,1,336108,1,43,48,24,31,26,1,0,0,0,1,0,-1,0,-1,0,0
051488,764,0,670261,0,572,0,5f0362fcd6d2a7fff8e4c325f0e16345,0,6,1,029800,0,0,5,19535,1,029800,1,60,51,110,-59,-24,1,0,0,0,1,0,-1,0,-1,0,0
051488,765,2,670267,2,91,0,58d294ffe6ce4a269c1fc7144bc68010,0,5,1,186220,0,0,4,55590,1,186220,0,,,,,,2,108643000,344572000,0,2,101,-107,6,-103,16,0
051488,766,0,670468,0,428,0,8618ff47f876aabf784384febbdd9e22,0,3,1,290284,0,0,2,71852,1,290284,0,,,,,,2,1,1,0,0,7,-128,2,19,1,0
051488,767,0,670469,0,412,0,ffc84c5b737769b1dc834b3cd5359608,0,4,1,304582,0,0,02349,01218,1,304582,1,-6,-2,69,-43,58,1,0,0,0,1,0,-1,0,-1,0,0
051488,768,0,670475,0,496,0,b2da872d18844c7551c0f17da1ef853a,0,6,1,033685,0,0,5,17817,1,033685,0,,,,,,2,4,5,0,2,6,36,3,72,53,0
051488,769,0,670514,0,266,0,d921688533bf65bffc6e1f1f3bec1981,0,4,1,336190,0,0,02349,01181,1,336190,0,,,,,,2,1,1,0,0,1,105,2,-119,1,0
051488,770,0,670520,0,301,0,5e3a8d7fc4ec74a63699681f0bba259b,0,4,1,095018,0,0,6,85358,1,095018,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,0
051488,771,1,670521,1,570,1,2f2a632f37ba9a0b6dbfe211ddfea8a1,1,1,1,216384,0,0,3,13602,1,216384,1,-76,-61,-91,-16,61,1,0,0,0,1,0,-1,0,-1,0,0
051488,772,0,720899,0,381,1,b8b64d57bafa4f707a4f349efb55194f,1,7,1,302581,0,0,7,89322,1,302581,0,,,,,,2,4,5,0,0,-111,5,2,-109,25,0
051488,773,0,720923,0,216,0,6b5adf670901d5bf6e2084d847c24b4b,0,0,1,140234,0,0,0,39080,1,140234,0,,,,,,2,1,1,0,0,39,16,2,64,1,0
051488,774,1,720928,1,1,0,ed77c160fc3189ab75351a547b9c4c74,0,0,1,168800,0,0,0,30966,1,168800,0,,,,,,2,1,1,0,0,71,86,1,20,2,0
051488,775,1,720929,1,341,0,4104fea60dd7dc49fa674eda9e3c7129,0,0,1,247970,0,0,0,32373,1,247970,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,0
051488,776,2,720935,2,496,0,2a1e5a58088e14c55bc0d2fbbbf03aa0,0,2,1,090518,0,0,1,73609,1,090518,0,,,,,,2,2,2,0,0,121,81,1,71,3,0
051488,777,0,720940,0,931,1,5762232ab3b3dcd233033fa0eb6324f4,1,7,1,208904,0,0,7,63130,1,208904,1,19,73,-127,92,-61,1,0,0,0,1,0,-1,0,-1,0,0
051488,1,0,720941,0,181,0,36251da0ffe17ed628958b3af6ed7615,0,3,1,277400,0,0,2,79067,1,277400,0,,,,,,2,1,1,0,0,73,8,2,115,1,0
051488,779,1,721169,1,325,1,704f8f241a82f2fd9a0bafa06806ca67,1,1,1,028837,0,0,3,40692,1,028837,1,75,-27,12,21,115,1,0,0,0,1,0,-1,0,-1,0,0
051488,780,1,721170,1,824,0,f37037cab69cc068bad35e3edadd025d,0,2,1,097386,0,0,1,70436,1,097386,1,-113,-2,-117,109,65,1,0,0,0,1,0,-1,0,-1,0,0
051488,781,1,721171,1,500,0,f63a44cc3dd676123963aaede5574e35,0,2,1,149874,0,0,1,54266,1,149874,1,-112,122,105,65,41,1,0,0,0,1,0,-1,0,-1,0,0
051488,782,1,721173,1,450,1,676969a710fe5671ba391ae1d56caf19,1,1,1,212603,0,0,3,24999,1,212603,1,106,-47,79,59,106,1,0,0,0,1,0,-1,0,-1,0,0
051488,783,1,721174,1,475,1,3017b7e1ce2b4fdd6b57b1e407a9120c,1,1,1,251239,0,0,3,24340,1,251239,1,-116,34,-30,38,-37,1,0,0,0,1,0,-1,0,-1,0,0
051488,784,1,721176,1,148,0,5442d1ce521ccd1e1161dce270a6f311,0,0,1,344694,0,0,0,47531,1,344694,1,105,-33,-81,38,-125,1,0,0,0,1,0,-1,0,-1,0,0
051488,785,0,721185,0,688,0,dd3bbeae204ae9ab60cfe1198ac56c90,0,6,1,227970,0,0,5,10304,1,227970,1,-27,21,-47,98,-68,1,0,0,0,1,0,-1,0,-1,0,0
051488,786,0,721193,0,90,0,aa51f1719ca87ec153703cc76ed2d965,0,2,1,349275,0,0,1,59026,1,349275,1,64,-97,59,114,-19,1,0,0,0,1,0,-1,0,-1,0,0
051488,787,1,721194,1,895,1,61ba414cad545997511365ef867b5d68,1,7,1,028668,0,0,7,61176,1,028668,1,14,71,38,-106,-55,1,0,0,0,1,0,-1,0,-1,0,0
051488,788,0,721427,0,360,1,e3445316d04b468585f86d906bf29c15,1,7,1,213063,0,0,7,40615,1,213063,1,1,-36,-52,28,-89,1,0,0,0,1,0,-1,0,-1,0,0
051488,789,2,721428,2,654,1,1f658a4a39c30dd92e5e0475253479f8,1,1,1,302993,0,0,3,02848,1,302993,0,,,,,,2,20000000,1,0,0,64,-122,5,0,1,0
051488,790,2,721429,2,455,0,b66d38527f09c6a82553e6d4c203d021,0,3,1,322077,0,0,2,62420,1,322077,0,,,,,,2,1,1,0,0,-120,-111,1,64,64,0
051488,791,1,721456,1,915,0,be94f8b072e00b6512e972d35dd8cf89,0,6,1,182616,0,0,5,27320,1,182616,0,,,,,,2,1,1,0,0,5,83,2,101,1,0
051488,792,0,721457,0,220,0,26c6d03994d0937181f732a9a422996f,0,2,1,217373,0,0,1,54844,1,217373,0,,,,,,2,5,6,0,0,121,82,2,80,2,0
051488,793,0,721678,0,239,0,e1e4eec622ea144bcbae209385d11b28,0,4,1,028823,0,0,6,83232,1,028823,1,-106,3,115,75,-93,1,0,0,0,1,0,-1,0,-1,0,0
051488,794,1,721682,1,618,0,d671fd7705ab58dc0835e9bf46a6c34b,0,2,1,153431,0,0,1,65135,1,153431,0,,,,,,1,0,0,0,1,0,-1,0,-1,0,0
